date,original_tweet_text,tweet
Fri Feb 04 02:04:23 +0000 2022,"ANJAY BANGET GUE DARING LAGI AMPE TGL 14,UDH NYAMAN SM PTM JUGA ☺️💔 https://t.co/GNlQhREFSA",anjay banget gue daring lagi sampai sudah nyaman sama ptm
Fri Feb 04 02:04:22 +0000 2022,@lkingsir sama anje tp gue ptm,sama anjir gue ptm
Fri Feb 04 02:04:18 +0000 2022,"PJJ lagi PTM singkat bngt. 
Gabisa liat kmu lagi di parkiran😡💔☹️",pjj lagi ptm singkat banget gabisa liat lagi parkiran
Fri Feb 04 02:04:02 +0000 2022,@schfess Punya ku PTM kelas 12 sama 10 karena kelas 11 lagi Pkl,punya ptm kelas sama karena kelas lagi pkl
Fri Feb 04 02:02:57 +0000 2022,"@shaabisabigwin_ iya sekolah disni masih PTM, ga enakk ini aku aja pengen pulang😁 sekolah kamu pjj ya?",iya sekolah ptm enak aku aja pengen pulang sekolah pjj
Fri Feb 04 02:02:51 +0000 2022,"@convomf Ptm, tapi aku bolos hehehe",ptm aku bolos hehe
Fri Feb 04 02:02:43 +0000 2022,kok sekolah lain masih ptm aku kan juga mauuu,sekolah lain ptm aku mau
Thu Feb 03 06:12:21 +0000 2022,"RT @fadlizon: Luhut Tolak Permohonan Anies Setop PTM, Fadli Zon: Siapa Nanti yang Bertanggungjawab? https://t.co/31KGvvRbTM",luhut tolak permohonan anies stop ptm fadli zon nanti tanggung jawab
Thu Feb 03 06:16:37 +0000 2022,@seulovelyy Pjj rasanya emng beda sm ptm. Pdhl guru ngasih tugas kek biasa,pjj rasanya emang beda sama ptm guru ngasih tugas kayak biasa
Fri Feb 04 02:02:28 +0000 2022,"RT @fadlizon: Ini aneh. Harusnya ketika Covid 19 sdg tinggi ya PTM dihentikan sementara. Kalau sdh landai, PTM bisa dilanjutkan. Siapa yg b…",aneh ketika covid sedang tinggi ptm dihentikan sementara kalau sudah landai ptm dilanjutkan
Thu Feb 03 05:51:50 +0000 2022,"@CNNIndonesia Ngelesnya bisa aja, bekasi bogor aja udahan stop ptm wkwk",ngelesnya aja bekasi bogor aja udahan stop ptm wkwk
Fri Feb 04 02:02:24 +0000 2022,"RT @rssieez: @subschfess yhahhahahahahaha, emg  labil. udah dibilang mendingan pjj dulu sampe bener-bener aman, biar gak gini ptm bentar tr…",haha emg labil udah dibilang mendingan pjj dulu sampai bener bener aman biar gak ptm bentar
Fri Feb 04 02:01:59 +0000 2022,@sunkidraft gue klo ptm 50% shift dua malah mingdep nya bukan siang nya,gue kalau ptm shift malah
Fri Feb 04 02:01:40 +0000 2022,ptm ptm bullshit. gw ke mall sekitar jam 12 lebih aja anak SMA udh pada nongkrong disono abis dari skolah. https://t.co/5b3n6TkaDw,ptm ptm bullshit gue mall jam lebih aja anak sma sudah nongkrong abis dari sekolah
Fri Feb 04 02:01:08 +0000 2022,"Tiba2 ptm, tiba2 kehilangan seseorang di dunia ini, tiba2 siklus keseharian berubah, tubuh mulai adaptasi, dan kabar buruk lagi² menerpa.",tiba ptm tiba kehilangan seseorang dunia tiba siklus keseharian berubah tubuh mulai adaptasi kabar buruk lagi menerpa
Fri Feb 04 02:01:04 +0000 2022,ptm cape banget tapi seruu,ptm cape banget seru
Fri Feb 04 02:00:38 +0000 2022,@journaIiest seru ptm,seru ptm
Fri Feb 04 02:00:24 +0000 2022,"gue ga masalah sih ptm, tp jangan pake shift lah anjritt gue kan absen akhiran yaa so pasti dapetnya shift 2 alias siang ga enak bgt. mending langsung ptm 100% aja gasi biar ga ribet?? ato ga pake sesi. seminggu sesi 1, seminggu sesi 2",gue masalah ptm jangan shift anjir gue absen pasti dapetnya shift alias enak banget mending langsung ptm aja biar ribet sesi sesi sesi
Fri Feb 04 02:00:18 +0000 2022, @dearhika Ih sekolahnya masih ptm ya? Enak banget :((,iih sekolahnya ptm enak banget
Fri Feb 04 01:59:55 +0000 2022,RT @DewiTuwuh: Udah ada ini yg terbaru. Opsi ptm 50 persen juga ijin ortu ada https://t.co/SX4iXNOCfr https://t.co/LGIcMkwEYz,sudah ada terbaru opsi ptm persen ijin tua ada
Fri Feb 04 01:59:43 +0000 2022,"Terkejut kalo habis ptm 100%, terus 50%, habis itu 25% dan pjj

Duar🤯",terkejut kalau habis ptm habis pjj duar
Thu Feb 03 05:41:26 +0000 2022,"RT @mysubuh: 1-2 positif di perkantoran,
Perkantorannya lgs tutup

1-2 positif di pasar, pasarnya lgs tutup

1-2 positif di sekolah, PTM lg…",positif perkantoran perkantorannya langsug tutup positif pasar pasarnya langsung tutup positif sekolah ptm lagi
Fri Feb 04 01:59:17 +0000 2022,@CNNIndonesia Klo menolak PTM... skln cabut PPKM di slrh Indonesia opung !!!,kalau menolak ptm cabut ppkm seluruh indonesia opung
Fri Feb 04 01:59:15 +0000 2022,"@subschfess wah ak speechless pada rep jam 9, aku ptm ampe jam 12 mau daring mau pjj sama aja",wah aku speechless jam aku ptm sampai jam mau daring mau pjj sama aja
Fri Feb 04 01:59:12 +0000 2022,Lagian emang belum siap buat ptm tapi dipaksain https://t.co/vfK2uzf1Rl,lagian emang belum siap ptm dipaksain
Fri Feb 04 01:59:06 +0000 2022,pgn ptm deh,pengen ptm deh
Fri Feb 04 01:58:59 +0000 2022,@schfess healingku diem dikamar jadi ptm terzigza,diem dikamar jadi ptm tersiksa
Fri Feb 04 01:58:56 +0000 2022,"@xenephoria aku tim ptm!! pelajarannya lebih masuk ke otak, lebih semangat juga, bisa ketemu temen"" dan masih banyak hal positif kalo ptm😉. kalo kak zahfran gimana?🤨",aku tim ptm pelajarannya lebih masuk otak lebih semangat ketemu temen banyak hal positif kalau ptm kalau
Thu Feb 03 05:47:50 +0000 2022,"RT @freedomsya: @subschfess absolutely ptm nder, why? karena introvert atau extrovert, kita sama-sama butuh interaksi sosial untuk menunjan…",absolutely ptm nder karena introvert extrovert sama sama butuh interaksi sosial menunjang
Fri Feb 04 01:58:44 +0000 2022,"@hnurwahid @aniesbaswedan Lah baca beritanya yg lengkap om ganteng, Pemda boleh kurangi PTM jadi hanya 50% seperti di daerah lain dgn level yg sama. Ortu juga boleh melarang anaknya utk tdk ikut PTM. Apanya yg tdk bertanggung jawab om? Anda boleh dukung org tertentu tapi jgn subjektif",baca beritanya lengkap om ganteng pemda boleh kurangi ptm jadi daerah lain level sama tua boleh melarang anaknya tidak ikut ptm tidak tanggung jawab om boleh dukung tertentu jangan subjektif
Thu Feb 03 06:20:12 +0000 2022,@caprifvck Iyaa ih;( tapi tkut kl ptm,iyaa iih takut kalau ptm
Fri Feb 04 01:58:18 +0000 2022,"RT @JoChristieHuang: Pandemi masih panjang, daripada ribet paksain PTM mendingan modifikasi kurikulum supaya sesuai dengan new normal dan g…",pandemi panjang ribet paksain ptm mendingan modifikasi kurikulum supaya sesuai new normal
Fri Feb 04 01:57:32 +0000 2022,"@cremeiylatte Iya sama, tp klo ptm takut jga;(",iya sama kalau ptm takut
Fri Feb 04 01:57:25 +0000 2022,"@StopPlandemit Ini pernyataan mas mentri @nadiemmakarim gak dianggap apa perihal PTM

Sadar yuk...
Generasi sekarang sedang dibododohkan dan kita pun dimiskinkan dengan alasan corona. https://t.co/l7HjteND4v",pernyataan mas mentri gak dianggap perihal ptm sadar yuk generasi sekarang dibodohkan dimiskinkan alasan corona
Fri Feb 04 01:57:08 +0000 2022,"@tanyakanrl Engga sih, ini aja lagi ptm 100% pula",engga aja lagi ptm pula
Fri Feb 04 01:56:58 +0000 2022,"RT @bisnis_h: @CNNIndonesia Keliatannya opung ingin lihat pada jatuh sakit itu kan jadi proyek lagi, tp gak mau PTM stop, hanya berkurang d…",keliatannya opung lihat jatuh sakit jadi proyek lagi gak mau ptm stop berkurang
Fri Feb 04 01:56:42 +0000 2022,"@schfess ptm 50% asik sih, capeknya tuh masih bisa ditahan buat pjj minggu selanjutnya🥲",ptm asik capeknya ditahan buat pjj selanjutnya
Fri Feb 04 01:56:37 +0000 2022,"@schfess kalo d sekolah gw engga, waktu itu ada test pcr berjamaah, dan kls 11 itu negatif smua, dan yg kena kls 12 sm 10 aja.
jadi kemaren tuh yg ptm cm kls 11 aja dan yg pjj kls 10 sm 12, eh hari ini malah smua yg pjj, asu

dan yg awal jd penyebab test pcr berjamaah itu berawal dr anak-",kalau sekolah gue ada test pcr berjamaah kelas negatif semua kena kelas sama aja jadi kemarin ptm cuma kelas aja pjj kelas sama eh malah semua pjj asu awal jadi penyebab test pcr berjamaah berawal dari anak
Fri Feb 04 01:56:29 +0000 2022,@timeforngambis Engga ini masih ptm biasa,ptm biasa
Fri Feb 04 01:56:20 +0000 2022,"Tidak Loackdown.
PPKM diharuskan.
PTM tidak dihentikan.
Kerumunan dipertontonkan. 
Bisanya Orang - orang yang sengaja membingungkan Umat itu. 
Sebelum mati ditunjukan kepada mereka Azab yang pedih sebagai cerminan ke-yang lainnya. https://t.co/Athkv6Ygqv https://t.co/njuIXEHE1e",tidak lockdown ppkm diharuskan ptm tidak dihentikan kerumunan dipertontonkan bisanya sengaja membingungkan umat sebelum mati ditunjukan kepada azab pedih sebagai cerminan lainnya
Fri Feb 04 01:56:19 +0000 2022,"kalo daring tu udh ga dijelasin tugasnya bejibun lagi astaghfirullah, kalo ptm mah sekolah isinya penjelasan materi kerkom sama praktek mendingan lah jarang dapet tugas + ngerti materi",kalau daring sudah dijelasin tugasnya bejibun lagi astaghfirullah kalau ptm mah sekolah isinya penjelasan materi kerja kelompok sama praktek mendingan jarang dapet tugas ngerti materi
Fri Feb 04 01:56:12 +0000 2022,"@iCroffles enak dongg, tp mingdep balik lagi ptm 100%",enak dong balik lagi ptm
Fri Feb 04 01:56:09 +0000 2022,RT @realAbikaTrader: @marlina_idha Biar masyarakat tau kalau keputusan PTM itu ternyata wewenang Pemerintah Pusat. Selama ini saya menyangk…,biar masyarakat tau kalau keputusan ptm ternyata wewenang pemerintah pusat selama saya menyangka
Fri Feb 04 01:56:03 +0000 2022,"@tanyakanrl belum ada kepastian asli sih, cuma katanya bakal ada ptm 50% lagi D:",belum ada kepastian asli cuma katanya bakal ada ptm lagi
Fri Feb 04 01:55:48 +0000 2022,"@subschfess ptm lebih paham sm pelajaran nya, enak jg gada kendala grafik sm jaringan",ptm lebih paham sama pelajaran enak gaada kendala grafik sama jaringan
Fri Feb 04 01:55:47 +0000 2022,"@adisukardi @old_soldier1023 @Dikbudmalangkot @yusufgunawan @ipoksamidub Dari info yang kami terima, SD Sabilillah sdh melakukan penyesuaian proses PTM menyikapi temuan kasus.  Puskesmas @pkm_cisadea jg sdh diinformasikan hal tsb utk tindak lanjut 3T.  Jadi tidak benar bahwa ada yang ditutupi thd kasus tsb.  Tks.",dari info terima sudah melakukan penyesuaian proses ptm menyikapi temuan kasus puskesmas sudah diinformasikan tindak lanjut jadi tidak benar ada ditutupi kasus
Fri Feb 04 01:55:06 +0000 2022,"@xigfao Masih PTM, cuma ekskul nya aja yang ditiadakan buat sementara ini",ptm cuma ekskul aja ditiadakan buat sementara
Fri Feb 04 01:54:50 +0000 2022,"back to setiap hari bangun jam segini, PADAHAL UDAH SENENG KALO PTM 100% TUH AKUNYA LEBIH PRODUKTIF HUHU SEHARI HARINYA LEBIH TERTATA",back setiap bangun jam segini sudah seneng kalau ptm akunya lebih produktif huhu sehari harinya lebih tertata
Fri Feb 04 01:54:27 +0000 2022,"@rulosttt Lebih seru ptm gasiii, gw butek ajg pjj",lebih seru ptm gasiii gue butek anjing pjj
Fri Feb 04 01:54:26 +0000 2022,"@convomfs PTM LAH, KLO PJJ GAPAHAM MATERI",ptm kalau pjj gapaham materi
Fri Feb 04 01:54:11 +0000 2022,"@Bundsary Thankyouuu~
Iy nih, dikasih tau rabu besok baru ptm lagi... itupun semoga gk dikelompokan A/B lg 😔🤚🏻",thank you iyaa dikasih tau besok ptm lagi semoga gak dikelompokan lagi
Fri Feb 04 01:53:52 +0000 2022,"@myfavjjie gue emang dari dulu pjj harusnya besok Senin ptm 4 the first time in forever, tapi kata pemerintah di suruh pjj in 2 minggu gara-gara omicron(?) WAH APAKAH INI AKAN MENJADI LIBUR 2 MINGGU TAPI 2 TAHUN SEASON 2?😱😱😱",gue emang dari pjj besok ptm first time forever kata pemerintah suruh pjj gegara omicron wah apakah menjadi libur season
Fri Feb 04 01:53:41 +0000 2022,"RT @HoneyBee2024: @Mdy_Asmara1701 Laksanakan yang terbaik buat rakyat....jangan hiraukan suara pejabat
https://t.co/Nw4H6iv2to",laksanakan terbaik buat rakyat jangan hiraukan suara pejabat
Thu Feb 03 06:21:03 +0000 2022,"Di sekolah karena ada 3 pilihan, boleh ptm, pjj atau campuran. Tapi demi kebaikan anak2 yg blm bisa kontrol diri, kita pilihlah pjj lagi. Emg sekarang udah ga bisa harapin pemerintah, udahlah lindungin keluarga masing2 aja 🥲 semoga Allah SWT yg tolong. https://t.co/V8YGP6pvta",sekolah karena ada pilihan boleh ptm pjj campuran kebaikan anak belum kontrol diri pilihlah pjj lagi emg sekarang sudah harap pemerintah udahlah lindungin keluarga masing aja semoga allah swt tolong
Fri Feb 04 01:52:57 +0000 2022,senin balik pjj ya? enakan ptm,balik pjj enakan ptm
Fri Feb 04 01:52:54 +0000 2022,Kata gue jangan percaya tanggal 9 ptm,kata gue jangan percaya tanggal ptm
Fri Feb 04 01:52:48 +0000 2022,"@convomf di daerahku udah level 3 ,ada anak sekolah yang udah kena covid juga ,tapi ptm tetep jalan tu ,aturan si di liburin yaa sebelum makin luas lagi penyebarannya",daerahku sudah level ada anak sekolah sudah kena covid ptm jalan aturan liburin yaa luas makin lagi penyebarannya
Fri Feb 04 01:51:42 +0000 2022,Plisss PTM!! MAU KETEMU MAS R BANGETT LOH,pls ptm mau ketemu mas banget
Fri Feb 04 01:51:06 +0000 2022,"@dr_koko28 Dok, PTM nih dok gmn nih ? 2 sekolah anak saya tutup gegara bnyk yg terpapar, trs @jokowi bilang isoman 5 hari pasti nanti jd acuan pihak sekolah, ini anak sy isoman dah sminggu lbh blm hilang batuk²nya dan radangnya msh positif..",dok ptm dok sekolah anak saya tutup gegara banyak terpapar isoman pasti nanti jadi acuan pihak sekolah anak saya isoman dah lebih belum hilang batuknya radangnya positif
Fri Feb 04 01:50:52 +0000 2022,"@subschfess PJJ, karna kl PJJ tu lebih gampang bagi waktu dan bisa ngontrol diri. kl PTM tu kyk cape bgt, blm less nya, blm lagi nnt belajarnya. selama aku PTM kyknya hampir gk pernah belajar deh, selain les.",pjj karena kalau pjj lebih gampang bagi kontrol diri kalau ptm kayak cape banget belum les belum lagi nanti belajarnya selama aku ptm kayaknya hampir gak pernah belajar deh selain les
Fri Feb 04 01:50:12 +0000 2022,@jaeminatural engga wkwkwkwk males ptm,engga wkwk males ptm
Fri Feb 04 01:50:09 +0000 2022,@myfavjjie GUE KANGEN OLAHRAGA HUHUHU MANA GA JADI PTM HUHUHU KANGENNNN,gue kangen olahraga huhuhu jadi ptm huhuhu kangen
Fri Feb 04 01:50:01 +0000 2022,Blum ada dokumentasi PTM udh daring ajaaaaaaaaa,belum ada dokumentasi ptm sudah daring aja
Fri Feb 04 01:49:57 +0000 2022,"Mantap , PTM tetap dilanjutkan, bosan anak anak belajar di kasur terus https://t.co/R083S0sTHy",mantap ptm tetap dilanjutkan bosan anak anak belajar kasur
Fri Feb 04 01:49:50 +0000 2022,"@bbylinoo Aku makan roti tadi, ohh berarti ga langsung semuanya ptm ya hsksks btw semangatt buat hari inii (｡･ω･｡)ﾉ♡(｡･ω･｡)ﾉ♡",aku makan roti ohh berarti langsung semuanya ptm hsksks way semangat buat
Fri Feb 04 01:49:25 +0000 2022,"@satriohendri Jadi sudah pasti kan, siapa yang harus bertanggung jawab apabila peserta didik dan tenaga kependidikan tumbang gegara permohonan penangguhan PTM-100% yang ditolak. Suka-suka lu aja deh, mumpung lagi kuasa dan bisa mengatur segalanya.",jadi sudah pasti tanggung jawab apabila peserta didik tenaga kependidikan tumbang gegara permohonan penangguhan ptm ditolak suka suka aja deh mumpung lagi kuasa mengatur segalanya
Fri Feb 04 01:49:22 +0000 2022,@luvlytaejin aaa iya aku juga sama gt katanya mingdep udah ptm tp klo situasi nya semakin naik keanya ada perubahan,aaa iya aku sama katanya sudah ptm kalau situasi semakin naik kayaknya ada perubahan
Fri Feb 04 01:49:20 +0000 2022,"Kalau nekat masih gelar PTM artinya dia 
Pejabat Tidaktahu Maluuuuuuu",kalau nekat gelar ptm artinya pejabat tidak tahu malu
Fri Feb 04 01:49:18 +0000 2022,"Saya mendukung untuk pembatalkan sementara kebijakan PTM di sekolah-sekolah demi menghindari penyebaran virus yg belum diketahui. Takutnya anak sekolah pada jadi zombie kayak di Korea, kan ngeri. Jujur blm kuat untuk lari-larinya.",saya mendukung pembatalkan sementara kebijakan ptm sekolah sekolah menghindari penyebaran virus belum diketahui takutnya anak sekolah jadi zombie kayak korea ngeri jujur belum kuat lari larinya
Fri Feb 04 01:49:09 +0000 2022,"cape banget sama ptm, banyak tugas kelompok 😠",cape banget sama ptm banyak tugas kelompok
Fri Feb 04 01:49:05 +0000 2022,"Plis, aku belum ngerasain ptm 100% setidaknya kasih 1 Minggu ptm 100% baru pjj lagi hehehehehhehe",plis aku belum ngerasain ptm setidaknya kasih ptm pjj lagi
Fri Feb 04 01:48:54 +0000 2022,"PTM sudah saatnya dihentikan sekarang juga sebagai bentuk pencegahan keterpaparan virus Covid-19 varian Omicron
https://t.co/VcJWpxH1Pq
#evaluasiptm #jawabarat #infojabar #infobogor #omicron #covid_19 #covid19indonesia https://t.co/5ZQmc559QP",ptm sudah saatnya dihentikan sekarang sebagai bentuk pencegahan keterpaparan virus covid varian omicron
Fri Feb 04 01:48:50 +0000 2022,"@schfess Aku pjj nder, cuman katanya mingdep ptm
Tapi tadi pagi dpt kabar katanya akal pjj mingdep, ga jadi ptm gatau bener apa ga :""",aku pjj nder cuma katanya ptm pagi kabar katanya akal pjj jadi ptm gatau bener
Thu Feb 03 06:25:07 +0000 2022,Ya Allah ga minta di balik atau balikan cuma minta biar ptm trs biar bisa liat senyumnya dia:),ya allah minta balik balikan cuma minta biar ptm biar liat senyumnya
Fri Feb 04 01:48:42 +0000 2022,"yang gw males dan ga suka tuh gini nihh, kalo daring tugas nya suka ga ngotakk banyak bangettt, lebih capek 2 kali lipat di banding ptm",gue males suka kalau daring tugas suka otak banyak banget lebih capek lipat banding ptm
Fri Feb 04 01:48:32 +0000 2022,"Sch! Halo 😫😰😢 yang sekolah di Semarang udah ada pengumuman dari sekolah belumm? Jujur sender masi pengen ptm, tapi angka cororo sekarang naiknya tinggi bangett. Bahkan di sekolah sender udah banyak yang kontak langsung tapi didiemin aja 😭😭😰 https://t.co/QICgOHUwyZ",sch halo sekolah semarang sudah ada pengumuman dari sekolah belum jujur sender pengen ptm angka corona sekarang naiknya tinggi bangett sekolah sender sudah banyak kontak langsung didiemin aja
Fri Feb 04 01:48:23 +0000 2022,"@schfess ptm 50%, aku klo diterangin ttg ngoding lwt zoom susah ngertinya 😭",ptm aku kalau diterangin ngoding zoom susah ngertinya
Fri Feb 04 01:48:02 +0000 2022,gwww pengen ptm covid syalandddd,gue pengen ptm covid sialan
Fri Feb 04 01:47:55 +0000 2022,@fairywnh aku jg sama udh dari minggu lalu sampe senin depan selanjutnya gatau balik ptm atau lanjut pjj,aku sama sudah dari lalu sampai selanjutnya gatau balik ptm lanjut pjj
Fri Feb 04 01:47:50 +0000 2022,@subschfess Kalo aku pen ptm tanpa tugas tapi haha,kalau aku pengen ptm tugas haha
Fri Feb 04 01:47:47 +0000 2022,Tiba-tiba adik w PTM 100% lagi karena case covid di Bali lagi naik 😷,tiba tiba adik gue ptm lagi karena case covid bali lagi naik
Fri Feb 04 01:47:44 +0000 2022,@jjk_97boy morning. msh PTM ya? asik deh gue udh pjj lagii,boy morning ptm asik deh gue sudah pjj lagi
Fri Feb 04 01:47:36 +0000 2022,"@schfess Kebalik aku mah. Pas pjj desember kemaren, sakit punggung sebulan penuh...pas masuk januari mulai membaik, LAHHH PTM TIBA TIBA

Mulai kumat ampe sekarang.🙂 sial",kebalik aku mah pjj kemarin sakit punggung penuh masuk mulai membaik lahhh ptm tiba tiba mulai kumat sampai sekarang sial
Fri Feb 04 01:47:34 +0000 2022,@collegemenfess seminggu kemaren ptm full sih,kemarin ptm full
Fri Feb 04 01:47:32 +0000 2022,yah ptm nya ganjil genap,ptm ganjil genap
Fri Feb 04 01:47:16 +0000 2022,enakan ptm apa daring dh,enakan ptm daring dah
Fri Feb 04 01:47:13 +0000 2022,Masi ptm gatau kalo nanti. https://t.co/F24QgLPcK0,ptm gatau kalau nanti
Fri Feb 04 01:47:08 +0000 2022,@llayzsne kenapa bolos? aku aja pengen ptm😔,bolos aku aja pengen ptm
Fri Feb 04 01:46:35 +0000 2022,"@StopPlandemit @TKantau @Moonboy020290 Bayangin,kurikulum sekarang yg dipakai kurtilas, dimana pelajaran sudah sangat tinggi, even buat anak SD, di Bogor aja, masih ada emak2 yg buta huruf, tamatan SD, gimana mau ngajari anaknya coba! Bogor mak! Gimana yg pelosok, makanya pas denger2 PTM distop, gemes bgt aku🤬🤬🤬",bayangin kurikulum sekarang dipakai kurtilas dimana pelajaran sudah sangat tinggi even buat anak sd bogor aja ada buta huruf tamatan sd mau ngajarin anaknya coba bogor pelosok makanya denger ptm distop gemes banget aku
